GREasting,GRNorthing,NumberofVehicles,Time,1st_Road,Road_Surface,LightingConditions,WeatherConditions,TypeofVehicle,CasualtyClass,Sex,Age,y
915,434505,4,120,2,3,4,1,0,2,1,23,1
278,435157,2,849,51,3,5,1,0,0,0,55,2
278,435157,2,849,51,3,5,1,0,2,0,33,2
278,435157,2,849,51,3,5,1,0,2,0,32,2
779,430760,2,900,19,0,5,1,11,0,1,50,2
1303,434745,2,1134,51,0,5,1,13,0,1,24,2
979,435449,2,1331,51,0,5,1,0,0,1,27,2
1217,437050,2,1510,51,0,5,1,0,0,0,38,2
451,434541,2,901,51,0,5,1,11,0,1,46,2
582,433188,2,1020,2,0,5,1,0,0,1,55,2
1515,432554,1,900,51,0,5,1,0,1,0,37,2
404,434798,2,1310,17,0,5,1,11,0,1,24,2
1569,431579,2,1348,10,0,5,1,0,0,1,72,2
1569,431579,2,1348,10,0,5,1,0,0,1,39,2
1569,431579,2,1348,10,0,5,1,0,2,0,27,1
1569,431579,2,1348,10,0,5,1,0,2,1,31,2
1569,431579,2,1348,10,0,5,1,0,2,0,32,2
1569,431579,2,1348,10,0,5,1,0,2,1,26,2
892,433724,2,1045,51,0,5,1,0,0,1,35,2
202,439049,2,1630,51,0,5,1,0,0,0,30,2
51,434297,1,2023,16,3,2,5,0,1,1,30,2
1380,433921,1,815,51,0,5,1,11,0,1,15,2
1335,433697,2,1218,43,0,5,1,0,2,0,67,2
1335,433697,2,1218,43,0,5,1,0,2,0,26,2
717,431360,2,1510,51,0,5,1,11,0,1,47,2
605,433770,2,1615,51,0,5,1,0,0,1,38,2
1463,433099,2,1040,7,0,5,1,0,0,0,46,2
1463,433099,2,1040,7,0,5,1,0,0,0,29,2
827,433859,1,1030,51,0,5,1,14,2,0,49,2
1424,435579,2,800,51,0,5,1,0,0,0,22,2
1124,434672,2,1600,51,0,5,1,11,0,1,51,2
1516,448661,2,1630,0,0,5,1,0,2,0,81,2
618,432904,2,1002,2,0,5,1,14,2,0,58,2
618,432904,2,1002,2,0,5,1,14,2,0,54,2
618,432904,2,1002,2,0,5,1,14,2,0,45,2
618,432904,2,1002,2,0,5,1,14,2,1,1,2
167,434608,2,2050,51,0,2,1,11,0,1,27,2
904,433948,2,100,3,0,2,1,15,2,1,21,2
526,434563,3,2106,51,0,2,1,9,2,1,27,1
116,441978,2,1130,23,0,5,1,10,0,1,54,1
1207,438767,2,1625,51,0,5,1,0,0,0,49,2
1207,438767,2,1625,51,0,5,1,0,2,1,62,2
770,444906,1,624,51,3,1,5,0,0,1,32,2
621,429917,2,840,51,3,5,5,0,0,0,31,2
61,441022,2,945,51,3,5,5,0,0,0,32,2
320,435552,2,1130,51,3,5,5,13,0,1,20,2
341,444695,2,1740,24,0,1,1,0,0,0,52,2
56,440186,2,820,17,0,5,1,11,0,1,51,2
983,436330,2,830,51,0,5,1,11,0,0,26,1
1378,435974,2,800,51,0,5,1,11,0,1,13,2
1198,434923,4,1445,43,0,5,1,0,0,1,41,2
1198,434923,4,1445,43,0,5,1,0,2,0,34,2
1421,434703,1,1456,51,0,5,1,0,1,1,11,2
1196,426990,2,1650,48,0,5,1,0,0,0,29,2
1087,432763,2,1654,51,0,5,1,11,0,1,17,2
181,435497,2,1905,51,0,2,1,0,0,0,26,2
245,436550,2,825,17,0,5,1,11,0,1,42,2
791,427699,2,1150,51,0,5,1,11,0,1,65,2
1223,443147,2,1515,5,0,5,1,0,0,0,76,2
1223,443147,2,1515,5,0,5,1,0,0,0,45,2
1532,449309,1,2255,28,3,0,5,0,0,1,53,2
674,434166,2,815,51,3,5,1,11,0,1,43,2
1409,429062,2,850,51,0,5,1,10,0,1,24,1
220,437401,2,1040,51,0,5,1,0,0,0,29,2
1094,435598,1,1530,51,0,5,1,0,1,1,62,1
142,434620,1,1821,51,0,1,1,0,1,1,46,2
524,435036,2,1844,51,0,2,1,11,0,1,19,1
703,434944,2,836,25,3,5,1,11,0,1,18,2
172,435302,2,937,51,3,5,5,9,0,1,23,2
834,431521,2,1420,19,0,5,1,11,0,1,25,2
1174,435842,2,1555,2,0,5,1,11,0,1,11,2
888,437927,2,1500,5,0,5,1,4,0,1,64,2
238,434118,1,155,51,0,2,1,0,0,1,25,2
601,435592,1,210,25,0,2,1,15,1,0,20,2
623,435507,2,1615,25,0,5,1,0,0,1,23,2
1553,438917,4,1215,0,0,5,1,0,2,0,23,2
1001,436527,2,1409,51,0,5,1,14,2,0,39,1
1526,431803,1,1430,10,3,5,5,10,0,1,44,2
766,434147,2,130,51,0,2,1,15,2,0,21,2
766,434147,2,130,51,0,2,1,15,2,1,22,2
766,434147,2,130,51,0,2,1,15,2,1,21,2
766,434147,2,130,51,0,2,1,15,2,1,18,2
539,429372,2,1245,6,0,5,1,0,0,0,61,1
539,429372,2,1245,6,0,5,1,0,2,0,23,2
1220,427325,2,1859,5,0,2,1,0,0,0,47,2
1220,427325,2,1859,5,0,2,1,0,2,1,41,2
1220,427325,2,1859,5,0,2,1,0,2,0,71,2
83,435072,1,1930,51,0,2,1,13,1,1,88,1
225,434814,2,2232,51,0,2,1,0,0,1,58,2
1181,439783,1,2229,51,3,2,1,0,1,0,14,1
604,435578,2,900,51,0,5,1,11,0,0,38,1
188,428248,2,745,18,0,5,1,13,0,0,55,2
32,446208,1,825,51,0,5,1,0,1,0,81,1
937,433877,3,1740,13,0,1,1,15,2,0,11,2
138,439627,1,2020,51,3,0,5,0,0,1,22,2
138,439627,1,2020,51,3,0,5,0,2,0,49,2
1185,426239,2,2345,48,0,2,1,0,2,1,19,2
1185,426239,2,2345,48,0,2,1,0,2,0,17,2
1185,426239,2,2345,48,0,2,1,0,2,0,42,2
1465,430689,1,930,51,0,5,1,0,0,1,33,2
1338,433677,1,800,10,0,5,1,14,2,1,14,2
1338,433677,1,800,10,0,5,1,14,2,1,14,2
581,436947,2,200,51,0,1,1,15,2,0,52,2
581,436947,2,200,51,0,1,1,15,2,0,78,2
439,432589,3,1150,51,0,5,1,0,2,1,57,2
749,433800,1,1249,51,0,5,1,14,1,1,38,2
675,431017,2,1800,51,0,1,1,0,0,0,52,2
800,435604,3,1735,51,0,1,1,4,0,1,41,2
1015,430597,2,1700,51,0,1,1,11,0,1,20,2
224,433449,2,2202,51,3,2,1,9,0,1,20,1
1175,436049,2,1510,51,3,5,1,0,0,1,41,2
992,433812,3,755,13,0,5,1,0,0,0,38,2
992,433812,3,755,13,0,5,1,0,0,1,56,2
992,433812,3,755,13,0,5,1,0,2,0,53,2
954,433838,5,848,13,0,5,1,0,0,0,52,2
929,431825,2,1630,5,0,5,1,0,0,0,47,2
929,431825,2,1630,5,0,5,1,0,2,1,41,2
1523,433944,2,1412,14,0,5,1,0,0,1,86,2
1466,433036,3,1950,10,0,1,1,0,0,0,48,2
1466,433036,3,1950,10,0,1,1,0,0,1,64,2
705,432004,1,1800,50,3,1,1,14,2,0,35,1
1280,429061,1,754,51,0,5,1,0,1,0,13,2
759,433925,1,1720,51,3,1,5,11,1,0,62,1
1431,431042,2,1025,48,0,5,1,0,0,1,49,2
1396,425845,2,1910,19,0,1,1,11,0,0,43,2
1049,445740,1,1302,5,0,5,1,9,0,1,36,2
1565,436751,1,1627,0,0,5,1,0,0,1,24,2
1067,435076,2,1736,2,0,2,1,11,0,1,38,2
655,428783,2,148,51,0,2,1,0,0,1,39,1
655,428783,2,148,51,0,2,1,15,0,1,41,2
1211,434930,1,1410,51,0,5,1,0,1,0,8,2
355,436340,2,1541,51,0,5,1,9,0,1,26,1
841,431855,1,1550,19,0,5,1,0,1,0,13,2
1044,433714,2,1700,51,0,1,1,15,0,1,31,2
1044,433714,2,1700,51,0,1,1,15,2,0,20,2
1044,433714,2,1700,51,0,1,1,15,2,0,24,2
849,425118,1,1749,18,0,1,1,0,1,0,22,2
1085,432694,2,1755,5,0,1,1,0,0,1,20,2
1085,432694,2,1755,5,0,1,1,0,0,0,23,2
551,431349,2,2245,15,0,2,1,0,0,1,28,2
944,433453,1,820,51,0,5,1,14,1,0,22,2
944,433453,1,820,51,0,5,1,14,0,1,49,2
874,433899,1,1418,51,0,5,1,0,0,0,48,2
1566,445249,2,1440,51,0,5,1,0,0,0,57,2
1566,445249,2,1440,51,0,5,1,0,0,0,37,2
166,437434,3,1823,51,0,1,1,0,0,0,21,2
166,437434,3,1823,51,0,1,1,0,0,1,28,2
166,437434,3,1823,51,0,1,1,0,0,1,35,2
63,440967,2,1905,51,0,1,1,0,2,0,21,2
1115,434601,1,815,51,0,5,1,0,1,1,48,2
420,444694,2,1146,24,0,5,1,0,0,0,86,2
424,437202,2,1320,25,0,5,1,11,0,0,42,1
1092,435136,2,1915,2,0,2,1,0,0,1,58,2
595,435613,2,740,25,0,5,1,11,0,1,24,2
563,433059,2,1015,39,0,5,1,6,2,1,31,2
307,428285,3,1313,51,3,5,1,0,0,0,35,2
307,428285,3,1313,51,3,5,1,0,0,1,29,2
307,428285,3,1313,51,3,5,1,0,2,0,42,2
933,435502,2,1445,51,0,5,1,0,0,1,31,2
475,434643,2,1530,51,0,5,1,0,0,1,40,2
475,434643,2,1530,51,0,5,1,0,2,1,20,2
475,434643,2,1530,51,0,5,1,0,2,1,20,2
297,426826,1,1600,18,3,5,5,5,0,1,18,2
624,435505,1,1627,25,3,5,5,0,1,0,20,2
1002,436050,2,1650,51,0,5,1,14,2,0,75,2
1002,436050,2,1650,51,0,5,1,14,2,0,27,2
436,431308,2,1630,8,0,5,1,0,0,1,44,2
1080,436825,1,1950,51,3,2,1,0,0,1,29,2
1080,436825,1,1950,51,3,2,1,0,2,1,26,2
1080,436825,1,1950,51,3,2,1,0,2,1,25,2
18,445479,1,2030,25,0,1,1,15,2,0,19,2
18,445479,1,2030,25,0,1,1,15,2,0,18,2
1258,435008,3,1440,51,0,5,1,0,0,1,83,2
982,426541,2,1733,49,0,1,1,0,0,1,63,2
982,426541,2,1733,49,0,1,1,13,0,1,56,2
1166,435960,2,1935,2,0,2,1,14,2,0,64,2
291,442951,1,1730,25,0,1,1,14,2,0,70,2
661,432107,2,2016,51,0,1,1,0,0,1,49,2
332,438114,2,815,7,0,5,1,0,0,0,29,2
775,434399,3,1017,3,0,5,1,0,0,0,30,2
1113,435483,4,1201,51,0,5,1,0,0,1,44,2
912,433453,1,1300,51,0,5,1,14,1,0,46,2
912,433453,1,1300,51,0,5,1,14,2,0,71,2
1159,427743,4,1635,48,0,5,1,0,0,1,42,2
1159,427743,4,1635,48,0,5,1,0,2,1,14,2
1159,427743,4,1635,48,0,5,1,0,0,0,30,2
1159,427743,4,1635,48,0,5,1,0,0,0,26,2
765,433924,1,1820,51,0,1,1,0,1,0,17,1
885,433428,1,2340,51,0,2,1,0,1,0,21,2
1150,430324,2,1254,5,0,5,1,0,0,1,28,2
1179,434961,2,1325,51,0,5,1,0,2,1,4,2
282,434236,2,1720,16,0,1,1,0,1,1,58,2
282,434236,2,1720,16,0,1,1,0,1,0,4,2
282,434236,2,1720,16,0,1,1,0,0,1,29,2
1363,428929,2,1730,11,0,1,1,0,0,0,47,2
244,433916,2,1804,51,0,2,1,11,0,1,34,2
454,434517,2,2019,17,0,2,1,0,0,0,60,2
454,434517,2,2019,17,0,2,1,0,0,1,32,2
426,433509,2,710,51,3,2,1,0,0,0,27,2
1352,437705,1,935,51,0,5,1,13,1,1,48,2
318,435590,1,1720,51,0,1,1,14,2,0,19,2
919,431421,3,1632,50,0,5,0,0,0,0,57,2
919,431421,3,1632,50,0,5,0,0,0,1,26,2
1034,437780,1,1835,51,0,1,0,13,1,1,3,2
778,434293,1,1700,25,0,1,1,4,1,0,29,2
323,439070,1,1936,51,0,2,1,0,0,0,19,2
1343,436671,1,2000,51,0,2,0,13,1,1,48,2
399,427689,1,2240,30,0,2,1,0,1,1,30,0
1541,430183,1,332,21,0,0,0,0,0,1,18,2
726,432909,1,1310,51,0,5,1,13,1,1,31,2
65,444774,2,810,51,0,5,1,0,2,0,45,2
845,434130,2,1600,51,0,5,1,10,0,1,26,2
1462,432302,3,1800,48,0,1,1,0,0,1,55,2
1462,432302,3,1800,48,0,1,1,0,2,1,44,2
146,434713,2,720,51,0,1,1,11,0,1,38,2
1353,440893,1,750,51,0,5,1,0,0,1,54,2
372,438039,2,1255,7,0,5,1,0,2,1,24,2
1448,435267,1,1438,51,0,5,1,14,2,1,12,2
1492,432798,1,1440,51,0,5,1,14,2,0,14,2
1514,449534,2,728,0,3,1,1,0,0,0,30,2
1514,449534,2,728,0,3,1,1,0,0,0,42,2
833,431360,2,643,15,3,2,1,11,0,1,50,2
96,440845,2,800,23,3,5,2,10,0,1,26,2
1341,441230,2,1035,51,0,5,1,0,0,1,74,2
1341,441230,2,1035,51,0,5,1,0,0,0,50,2
1341,441230,2,1035,51,0,5,1,0,2,0,73,2
471,436515,2,1126,51,0,5,1,11,0,1,24,2
1153,431240,2,1258,51,0,5,1,0,0,1,24,2
1464,440432,3,1304,51,0,5,1,0,0,0,28,2
1464,440432,3,1304,51,0,5,1,0,0,1,50,2
22,442004,1,1821,51,3,2,5,0,1,1,80,1
942,432972,2,2313,51,3,2,1,11,0,1,23,2
1452,431421,2,845,51,3,5,1,5,0,0,26,2
57,441750,3,1025,51,3,5,1,0,0,1,91,2
822,434001,2,715,51,3,1,1,1,0,1,24,2
154,435119,2,1240,51,3,5,1,0,0,0,68,2
978,428404,3,1250,51,0,5,1,9,0,0,23,2
1090,435129,2,1334,51,0,5,1,0,0,0,35,2
1340,441231,3,1756,51,0,1,1,11,0,1,28,1
1408,435589,2,517,12,0,1,1,0,0,1,60,2
29,438465,1,620,23,3,1,5,0,0,1,18,2
1009,432093,2,841,11,0,5,1,0,0,1,53,2
1009,432093,2,841,11,0,5,1,0,2,0,60,2
650,433530,2,1100,3,0,5,0,0,0,1,33,2
608,435232,2,1612,51,3,5,5,5,0,1,18,1
1165,434960,2,2045,51,0,1,1,15,0,1,33,2
1406,435603,2,2322,12,0,1,1,0,0,1,18,2
966,435343,2,38,51,3,2,5,0,0,0,72,2
706,434934,1,319,25,0,2,1,0,1,1,18,1
995,438633,2,800,51,0,5,1,11,0,0,30,2
1491,448427,1,849,51,0,5,1,0,1,0,69,1
1144,425505,4,1205,48,0,5,1,0,2,0,42,2
1144,425505,4,1205,48,0,5,1,0,2,0,70,2
867,433399,2,1505,51,0,5,1,0,0,1,23,2
693,434981,1,1655,25,0,5,1,0,1,0,51,2
832,435422,2,1850,51,3,2,1,0,0,0,28,2
832,435422,2,1850,51,3,2,1,0,2,0,1,2
751,435279,1,1940,51,0,2,1,0,1,1,56,2
37,442987,2,630,51,3,0,4,10,0,1,59,1
47,434127,3,1735,51,3,2,5,0,0,0,33,2
1133,435946,2,1940,51,0,2,1,0,0,0,28,2
1282,435544,3,2051,51,3,2,5,10,0,1,17,1
568,426414,3,708,49,0,2,1,13,0,1,28,2
568,426414,3,708,49,0,2,1,0,0,1,28,2
568,426414,3,708,49,0,2,1,0,0,0,28,2
1427,436295,2,815,51,0,5,1,14,2,0,63,1
854,431187,1,940,51,0,5,1,0,1,1,6,1
330,433053,2,1346,51,0,5,1,5,0,1,29,1
701,439408,2,1850,51,0,2,1,11,0,1,25,2
1441,445541,2,1605,24,3,5,1,0,0,0,33,2
1441,445541,2,1605,24,3,5,1,0,2,1,12,2
1256,425966,2,633,49,0,2,1,0,2,0,54,2
694,433755,2,900,3,0,5,1,0,0,0,38,2
156,435137,2,900,51,0,5,1,0,0,0,25,2
694,433755,3,1005,3,0,5,1,0,0,0,45,2
497,432828,2,1140,51,0,5,1,0,0,1,56,2
117,446009,2,1459,51,0,5,1,0,0,0,58,1
102,436333,5,1534,7,0,5,1,0,0,1,26,2
102,436333,5,1534,7,0,5,1,0,2,1,45,2
737,432562,3,1225,51,0,5,1,0,0,1,36,2
1224,434326,2,2158,51,0,2,0,11,0,1,21,2
1568,433111,2,2312,48,0,0,1,0,0,1,30,2
1568,433111,2,2312,48,0,0,1,6,0,1,37,2
1369,433859,2,35,47,0,2,1,15,0,1,34,2
1367,437288,1,350,7,0,2,1,15,2,0,39,1
113,434424,1,419,51,0,2,0,0,2,1,17,2
33,441465,1,600,17,0,1,1,15,2,0,21,2
1268,434025,2,1205,12,0,5,1,0,0,1,49,2
1268,434025,2,1205,12,0,5,1,0,2,0,71,2
764,433793,2,1929,51,0,2,1,10,0,1,25,2
1305,433529,2,650,51,0,1,1,11,0,0,22,2
1511,447929,2,1655,1,0,5,1,10,0,1,37,2
163,437656,2,1855,51,0,2,1,0,0,0,26,2
380,438066,2,645,25,0,1,1,11,0,0,51,2
193,438894,3,1435,51,0,5,1,0,0,0,76,1
711,435417,2,1850,51,0,2,1,11,0,1,20,2
1252,435969,1,2030,2,0,2,1,1,1,1,31,2
594,430832,2,2300,51,0,2,1,11,0,1,33,2
1517,431124,1,1000,51,0,5,1,0,1,0,77,2
765,433923,1,1014,51,0,5,1,6,1,0,69,2
596,435030,2,1830,51,0,2,1,11,0,1,19,2
1295,429746,3,1845,11,0,2,1,0,0,1,45,2
881,433917,1,2155,51,0,1,1,0,1,1,50,2
233,437629,2,2328,51,0,2,1,0,0,1,44,2
599,435596,1,1550,25,0,5,1,0,1,0,19,1
1265,433999,2,1710,12,0,2,1,14,2,0,62,2
1265,433999,2,1710,12,0,2,1,14,2,0,54,2
1265,433999,2,1710,12,0,2,1,14,2,0,18,2
1265,433999,2,1710,12,0,2,1,14,2,0,72,2
946,439043,2,1800,5,0,2,1,0,0,1,35,2
946,439043,2,1800,5,0,2,1,0,2,1,54,2
972,433941,2,1620,5,0,5,1,11,0,1,44,2
1267,425899,3,723,49,0,1,1,0,0,1,47,1
1267,425899,3,723,49,0,1,1,0,0,1,51,2
967,435348,2,1900,51,0,2,1,0,0,1,40,2
967,435348,2,1900,51,0,2,1,0,0,1,18,2
967,435348,2,1900,51,0,2,1,0,2,1,19,2
967,435348,2,1900,51,0,2,1,0,2,1,20,2
531,429614,2,1805,6,0,1,1,0,2,0,46,2
531,429614,2,1805,6,0,1,1,0,0,0,22,2
531,429614,2,1805,6,0,1,1,0,2,0,24,2
531,429614,2,1805,6,0,1,1,0,2,0,21,2
1059,428929,2,1936,51,0,2,1,0,0,0,51,2
969,438449,2,545,51,0,1,1,0,0,1,23,2
314,436541,2,1055,51,0,5,1,0,0,0,21,2
314,436541,2,1055,51,0,5,1,0,2,1,29,2
1433,435726,1,1400,51,0,5,1,13,1,1,15,2
1433,435726,1,1400,51,0,5,1,13,1,1,14,2
745,439018,3,1719,51,0,1,1,0,0,1,24,1
1547,445580,1,1000,24,0,5,1,13,1,0,64,2
1221,434708,2,1317,51,0,5,1,0,1,1,25,2
987,434255,2,1650,5,0,2,1,11,0,1,23,1
160,439355,1,730,51,1,1,1,0,2,1,3,2
844,438199,2,950,5,0,5,1,0,0,0,51,2
844,438199,2,950,5,0,5,1,0,2,0,26,2
844,438199,2,950,5,0,5,1,0,2,1,30,2
844,438199,2,950,5,0,5,1,0,2,0,28,2
1287,432728,1,955,47,1,5,1,9,0,1,22,1
285,433083,2,845,39,0,5,1,0,0,0,27,2
427,427847,2,1740,51,0,2,1,0,0,0,61,2
427,427847,2,1740,51,0,2,1,0,0,1,54,2
974,434008,2,1804,47,0,2,1,11,0,1,50,1
1419,428072,2,1820,51,0,2,1,11,0,1,44,1
256,432157,2,1950,51,0,2,1,0,0,0,25,2
713,433459,2,900,51,0,5,1,0,0,1,33,2
713,433459,2,900,51,0,5,1,14,2,0,60,2
713,433459,2,900,51,0,5,1,14,2,1,46,2
575,435667,2,905,25,0,5,1,11,0,1,19,1
175,435379,1,1643,51,0,2,1,0,1,0,34,2
175,435379,1,1643,51,0,2,1,0,1,0,5,2
956,430373,1,1700,47,3,2,1,0,1,0,13,1
555,434320,2,2116,51,0,2,1,11,2,0,33,2
758,438891,2,1929,7,3,2,1,0,0,1,18,2
996,430370,3,820,51,0,5,1,0,0,0,47,2
957,434645,2,1819,51,3,2,1,0,0,0,43,2
681,435494,1,1850,51,0,2,1,0,1,0,25,2
1420,434703,1,1630,51,0,5,1,14,2,0,70,2
1434,435579,2,1930,51,0,2,1,11,0,1,17,2
76,444988,1,2015,25,3,2,1,0,0,0,57,0
1075,435030,2,640,51,0,2,1,0,0,0,58,2
1134,435677,2,1850,51,0,2,1,11,0,1,56,2
1483,432701,2,1245,51,0,5,1,0,0,1,45,2
303,436262,2,1715,17,0,2,1,11,2,1,36,2
939,431867,2,1723,51,0,1,1,11,0,0,27,2
379,438686,2,2045,25,0,1,1,11,0,0,45,2
1097,435165,2,930,2,0,5,1,11,0,1,28,1
11,442525,2,1800,17,0,1,1,11,0,1,61,2
1173,425721,2,1140,48,0,5,1,0,0,0,68,2
997,428411,2,1507,51,3,5,5,9,0,1,21,1
537,434071,2,1750,17,0,2,1,11,0,1,50,2
1209,429757,2,1655,11,3,2,5,0,0,0,44,2
827,431161,2,1715,19,0,1,1,11,0,1,22,1
1546,441322,2,1725,0,3,0,5,0,2,0,73,2
1376,436467,2,1734,51,3,2,5,11,0,1,29,2
796,433403,2,1900,51,0,2,1,0,0,1,40,2
461,431118,3,2031,6,3,2,1,0,2,0,21,2
31,438418,2,1815,51,0,0,1,0,1,1,51,2
63,440967,2,1340,51,0,5,1,11,0,1,45,1
234,433366,2,1801,51,0,2,1,0,0,0,53,2
234,433366,2,1801,51,0,2,1,0,0,0,26,2
234,433366,2,1801,51,0,2,1,0,2,1,36,2
234,433366,2,1801,51,0,2,1,0,2,0,16,2
1183,438090,2,1805,51,3,2,1,0,0,1,40,2
1183,438090,2,1805,51,3,2,1,0,2,0,36,2
1183,438090,2,1805,51,3,2,1,0,2,1,3,2
1183,438090,2,1805,51,3,2,1,0,2,0,11,2
1183,438090,2,1805,51,3,2,1,0,0,1,32,2
208,435028,1,1924,22,0,2,1,0,1,0,16,2
733,431194,1,1929,51,0,2,1,0,1,1,9,2
401,439887,2,25,51,0,2,1,15,2,1,46,2
401,439887,2,25,51,0,2,1,0,0,1,32,1
1392,436407,2,2005,12,0,1,1,0,0,0,24,2
1490,439607,3,1125,12,0,5,1,0,2,1,30,2
1128,435537,2,1415,51,0,5,1,0,0,1,32,2
1050,429061,1,1800,51,0,2,1,0,1,1,45,2
1148,435800,2,2240,2,0,2,1,0,0,1,33,2
1148,435800,2,2240,2,0,2,1,0,0,0,50,2
1141,435746,1,2330,2,0,2,1,0,1,0,36,1
449,431563,2,654,51,3,1,1,11,0,0,49,2
968,435345,4,1143,51,0,5,1,0,0,0,23,2
1508,432078,1,1215,10,0,5,1,0,0,1,44,2
794,427470,1,1614,51,0,2,1,0,1,0,42,2
794,427470,1,1614,51,0,2,1,0,1,0,7,2
863,434077,2,1700,51,0,2,1,14,2,0,31,2
842,424015,2,1800,48,3,1,1,0,0,0,20,2
1195,426993,2,1830,48,0,2,1,0,0,1,31,2
1195,426993,2,1830,48,0,2,1,0,2,0,29,2
1195,426993,2,1830,48,0,2,1,0,2,1,7,2
1021,440305,2,1530,5,0,5,1,14,2,0,90,1
1201,433693,3,1728,12,3,2,1,0,0,1,53,2
938,433452,1,920,51,0,5,1,0,1,1,90,1
688,435212,1,2244,51,3,2,5,0,0,1,22,2
979,435450,2,805,51,3,5,1,11,0,1,60,2
410,435730,2,850,42,3,5,1,0,0,0,33,2
1186,436384,1,745,51,3,5,1,11,0,1,38,1
926,424872,2,915,18,0,5,1,11,0,0,30,2
633,435475,2,1001,25,0,5,1,11,0,0,21,2
595,435616,2,1611,51,3,5,1,11,0,0,57,1
1003,435944,2,1005,51,3,5,1,0,0,0,50,2
522,429592,2,830,6,0,5,1,0,0,0,19,2
522,429592,2,830,6,0,5,1,0,2,0,19,2
1219,427324,2,640,20,0,2,1,11,0,0,25,2
59,434364,1,815,16,0,5,1,0,1,1,10,2
1308,436479,1,1035,51,0,5,1,0,1,1,86,2
876,435929,2,1630,5,0,2,1,0,0,1,41,2
1242,434477,2,1756,43,0,2,1,0,0,1,47,2
1478,426600,2,2020,11,3,2,1,11,0,0,19,2
525,426417,2,1110,49,0,5,1,13,0,1,48,2
525,426417,2,1110,49,0,5,1,13,2,1,36,2
1039,434456,3,1449,51,0,5,1,0,0,1,51,2
124,432241,2,1657,51,0,2,1,0,0,0,32,2
860,433237,3,1700,51,0,2,1,0,0,1,62,2
860,433237,3,1700,51,0,2,1,0,2,0,35,2
394,433435,2,2013,51,3,2,3,5,0,1,16,1
816,433298,1,2145,51,0,2,1,0,1,1,34,1
814,433299,1,223,51,0,2,1,0,1,1,40,1
901,437713,2,1835,5,0,2,1,14,2,0,53,2
901,437713,2,1835,5,0,2,1,14,2,0,55,2
123,436817,2,1451,7,0,5,1,10,0,1,22,1
123,436817,2,1451,7,0,5,1,0,0,0,51,2
1336,425882,2,630,49,0,1,1,0,0,1,42,1
651,434552,2,945,51,0,5,1,11,0,0,30,2
1163,434987,2,1250,51,3,5,5,4,0,1,21,2
1567,433381,4,1612,0,0,0,1,0,0,0,79,2
492,436017,1,650,25,3,2,5,0,1,0,58,1
1111,437457,1,1519,51,0,5,1,0,1,1,11,2
646,435408,1,1618,25,0,2,1,0,1,0,13,2
646,435408,1,1618,25,0,2,1,0,1,0,14,2
947,434593,2,1635,51,0,2,1,11,0,1,51,2
903,431129,2,1840,50,3,2,1,10,0,1,55,2
165,437724,1,2219,51,0,2,1,4,0,1,48,2
1032,432028,2,945,51,0,5,1,0,0,1,51,2
359,426001,2,1630,49,0,2,1,0,0,1,33,2
198,428337,2,1317,8,0,5,1,4,0,1,20,2
752,434503,2,1550,25,3,1,5,14,2,1,49,1
339,435583,2,2140,17,3,2,3,0,0,1,24,2
34,441199,2,424,51,3,2,4,13,0,1,24,2
34,441199,2,424,51,3,2,4,15,0,1,47,2
1384,436940,2,730,51,3,1,1,0,0,0,31,2
1384,436940,2,730,51,3,1,1,0,2,1,8,2
1137,434897,1,1012,51,0,5,1,5,1,0,23,2
552,425662,1,1528,51,3,5,5,0,1,1,15,2
1084,432718,2,1613,10,3,2,5,0,2,0,12,2
1084,432718,2,1613,10,3,2,5,0,2,0,36,2
469,431697,3,1700,8,3,2,4,0,0,1,24,2
469,431697,3,1700,8,3,2,4,0,2,0,19,2
469,431697,3,1700,8,3,2,4,0,0,1,20,2
465,425810,2,1835,19,3,2,1,0,0,0,54,2
349,437875,1,805,51,1,5,1,0,1,0,12,2
390,437526,1,720,51,0,2,1,0,1,0,54,1
464,434458,2,818,17,1,5,1,11,0,0,27,2
741,430946,2,925,51,3,5,1,0,0,0,28,2
217,443542,2,930,25,0,5,1,9,0,1,18,2
1331,433751,2,1050,10,0,5,1,0,0,1,31,2
1331,433751,2,1050,10,0,5,1,0,2,0,30,2
1331,433751,2,1050,10,0,5,1,0,0,0,61,2
1331,433751,2,1050,10,0,5,1,0,2,1,64,2
1571,446987,2,1230,51,3,5,1,11,0,1,43,1
1187,438652,2,1545,51,3,5,1,0,0,0,52,2
1187,438652,2,1545,51,3,5,1,0,0,1,55,2
446,435873,2,1714,51,3,2,5,9,0,1,21,2
71,439495,2,1723,17,3,2,5,11,0,1,36,1
959,439192,3,1715,7,3,1,6,0,0,0,82,2
964,433454,1,30,51,0,1,1,0,1,1,24,2
425,426358,1,750,18,1,5,1,0,0,0,21,2
43,445711,1,1035,51,3,5,1,0,1,1,86,2
1281,426150,2,1705,5,0,2,1,9,0,1,50,1
457,434757,2,1600,51,0,5,1,14,0,1,45,2
457,434757,2,1600,51,0,5,1,14,2,0,30,2
457,434757,2,1600,51,0,5,1,14,2,0,24,2
457,434757,2,1600,51,0,5,1,14,2,0,35,2
457,434757,2,1600,51,0,5,1,14,2,1,48,2
457,434757,2,1600,51,0,5,1,14,2,0,44,2
457,434757,2,1600,51,0,5,1,14,2,0,37,2
